label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Morning glory,2.91,6.38,675.63,2.08,1.0,1.99,66.87
Dill,1.45,6.57,276.39,1.15,0.54,1.06,69.48
Snapdragon,3.37,6.47,703.75,1.49,0.83,1.84,60.18
Sweet pea,0.94,7.28,555.02,2.71,1.09,1.47,56.31
Sweet pea,0.64,6.14,432.29,1.28,0.86,1.14,78.24
Snake plant (Sansevieria trifasciata),4.38,7.29,127.22,2.78,0.87,1.36,48.65
Peace lily (Spathiphyllum),3.37,7.06,144.7,2.18,0.27,2.03,40.08
Marigold,3.2,7.49,790.6,2.25,0.5,1.39,48.74
Tomato,0.93,6.96,512.81,2.25,0.87,2.14,59.2
Peppermint,5.0,6.43,392.41,1.14,0.93,2.43,76.5
Peppermint,1.31,6.49,844.35,2.91,0.9,1.23,76.93
Sunflower,2.27,7.02,323.46,2.98,0.83,1.61,51.51
Tulip,4.36,6.58,769.59,2.43,0.74,1.51,62.81
Petunia,2.31,7.42,609.8,1.24,0.67,1.54,50.47
Rose,2.34,6.49,190.15,1.25,0.73,1.03,48.21
Lavender,1.73,7.1,217.15,1.65,0.8,1.86,43.58
Tomato,4.18,6.49,939.78,2.08,0.73,1.72,68.13
Nasturtium,0.66,6.8,288.44,2.38,1.03,1.14,50.71
Lemon verbena,2.44,6.53,815.41,2.37,0.5,1.67,71.57
Sunflower,2.69,7.34,860.37,2.52,1.13,1.9,63.43
Parsley,3.52,5.65,823.05,1.92,0.8,2.43,65.72
Sage,3.43,7.19,657.18,2.5,0.67,1.3,52.35
African violet (Saintpaulia),0.71,6.99,182.22,2.36,1.49,1.1,32.85
Peace lily (Spathiphyllum),0.82,6.66,574.97,1.59,0.9,0.79,43.25
Tomato,0.76,5.54,281.29,2.67,0.54,1.37,59.87
Rose,3.17,6.26,695.26,2.87,0.9,1.96,61.44
Morning glory,2.31,7.17,791.52,2.13,1.14,1.51,75.14
Orchid,2.76,6.1,637.45,2.6,0.89,2.43,30.09
Parsley,1.05,5.56,335.61,1.55,0.76,2.3,66.73
Dill,2.58,7.41,385.85,1.82,0.94,1.39,66.81
Zinnia,2.2,7.35,368.62,2.39,0.95,1.81,51.11
Peace lily (Spathiphyllum),2.49,6.75,174.71,2.65,0.97,2.42,31.46
Crocus,2.19,6.44,396.43,2.04,1.12,1.06,34.98
Aloe vera,3.01,7.35,729.98,2.63,0.49,1.23,64.35
African violet (Saintpaulia),1.22,7.45,440.41,2.11,1.39,1.95,64.97
Spearmint,1.54,6.27,1121.86,2.97,1.13,1.56,67.06
Sweet pea,1.12,7.27,707.89,2.84,0.52,1.16,65.53
Impatiens,1.94,7.27,243.24,2.27,0.98,1.26,51.43
Peace lily (Spathiphyllum),3.32,6.98,624.72,1.17,1.42,0.9,75.76
Snake plant (Sansevieria trifasciata),3.44,6.23,643.09,2.72,0.64,1.98,37.24
Fennel,3.61,7.73,304.99,1.81,0.53,1.28,53.02
Lemon verbena,1.52,6.12,1044.12,2.28,0.62,1.24,78.35
Rosemary,3.77,6.01,348.0,2.49,1.17,1.39,64.86
Snake plant (Sansevieria trifasciata),4.79,6.39,475.11,2.7,0.69,0.73,78.68
Snapdragon,2.06,6.77,228.25,1.83,1.15,1.27,57.57
Stevia,1.53,6.84,432.08,1.56,0.9,1.5,61.89
Parsley,4.31,7.24,1021.49,2.13,0.82,1.82,74.48
Bay leaf (Bay laurel),1.63,7.01,504.5,1.54,0.66,1.92,65.2
Tomato,1.26,5.6,976.83,1.87,0.74,1.15,73.2
Calendula (Pot marigold),2.65,6.25,397.74,1.27,0.76,1.34,60.55
Lemon balm,4.24,6.39,638.76,1.63,0.97,1.91,52.31
Aloe vera,3.4,7.48,737.85,1.59,0.8,0.73,78.63
Rosemary,3.43,7.22,327.49,2.3,0.67,1.93,67.29
Lavender cotton (Santolina),1.92,7.59,354.9,1.87,0.66,1.35,42.18
Daffodil,1.3,6.91,149.3,2.77,1.08,2.22,37.9
Tulip,3.39,6.63,745.79,2.58,0.13,1.31,66.57
Marigold,3.39,6.12,669.4,1.11,0.82,1.77,63.15
Lavender,0.54,6.22,414.4,2.15,0.76,1.34,42.2
Lavender,2.45,7.12,308.23,2.01,1.11,0.59,60.54
Fennel,1.42,6.5,687.47,1.88,0.87,1.28,66.18
Chamomile,2.24,7.14,735.82,2.45,0.54,1.82,72.28
Calendula (Pot marigold),2.95,7.1,433.31,1.8,0.68,1.58,71.2
Orchid,4.23,7.12,204.94,2.55,0.85,1.75,32.24
Impatiens,1.19,7.11,844.93,1.8,0.61,1.43,55.39
Petunia,2.48,7.33,256.73,2.22,0.7,1.13,59.15
Iris,1.71,5.56,509.42,1.87,0.24,1.31,59.83
Tulip,3.27,5.95,136.01,2.85,0.21,2.12,32.17
Snake plant (Sansevieria trifasciata),1.37,5.93,519.33,0.85,0.36,1.78,73.34
Oregano,2.65,7.86,693.32,2.69,0.52,1.67,55.97
Tomato,0.76,6.17,426.47,2.42,0.87,1.24,58.13
Mint,0.99,6.31,642.11,2.88,1.5,1.02,60.35
Tomato,4.91,6.11,888.02,2.34,1.25,2.05,75.23
Tulip,3.04,6.14,677.26,1.83,0.33,2.49,75.71
Impatiens,0.69,7.42,947.58,1.95,1.04,1.17,52.09
Petunia,1.89,7.28,224.61,1.83,1.08,1.92,65.61
Coriander (Cilantro),2.96,6.71,840.34,1.66,0.5,1.11,73.95
Lavender cotton (Santolina),0.89,6.85,778.79,1.04,0.76,1.92,41.26
Chives,4.33,6.63,940.3,2.61,0.71,2.26,50.07
Spider plant (Chlorophytum comosum),1.8,5.62,192.88,2.0,1.44,1.97,55.88
Snapdragon,2.93,7.77,407.85,2.8,1.14,1.9,51.81
Spearmint,1.52,6.18,374.8,2.83,0.98,1.99,84.87
Oregano,2.22,7.96,628.91,1.85,1.32,1.5,67.31
Chamomile,2.57,7.22,334.51,1.95,0.91,1.78,62.21
Thyme,0.87,6.53,898.59,1.49,0.95,1.05,57.17
Lily,4.67,6.85,204.57,1.59,0.35,1.04,63.71
Spider plant (Chlorophytum comosum),0.14,7.24,774.22,0.91,0.42,0.55,35.7
Lemon balm,3.79,6.12,897.89,2.96,0.99,1.97,66.01
Peace lily (Spathiphyllum),4.55,6.57,697.33,2.91,0.66,2.05,79.95
Calendula (Pot marigold),2.12,6.32,616.47,1.18,0.94,1.03,71.83
Lily,1.98,6.37,355.23,0.74,0.63,1.94,70.04
Marjoram,2.19,5.83,706.91,2.57,0.89,1.38,51.18
Thyme,1.77,7.92,875.22,1.3,0.91,1.75,70.86
Impatiens,1.19,6.58,525.05,2.08,0.95,1.87,62.99
Stevia,2.0,6.38,832.71,1.41,0.7,1.31,60.12
Lavender,1.28,7.35,200.63,2.15,0.89,1.35,52.37
Lemon verbena,1.09,5.67,1153.0,1.19,0.89,1.74,72.96
Oregano,1.55,7.28,835.69,2.71,1.5,1.79,51.49
Lemon balm,2.14,6.61,852.17,2.71,0.86,1.12,56.35
Spearmint,1.64,6.05,563.99,2.57,0.71,1.83,62.03
Snake plant (Sansevieria trifasciata),0.1,6.96,264.1,2.72,1.17,1.84,59.76
Zinnia,1.69,5.67,704.0,1.96,0.81,1.07,66.96
Marjoram,3.36,6.13,830.5,2.85,1.14,1.54,51.29
Snapdragon,2.56,6.81,570.14,2.02,0.77,1.9,47.57
Orchid,1.86,6.14,782.27,1.45,0.13,2.05,59.16
Thyme,3.96,7.85,802.12,1.32,0.81,1.52,60.13
Nasturtium,2.29,7.38,493.54,1.43,0.53,1.8,73.05
Mint,4.81,7.28,910.76,2.91,0.84,2.26,71.68
Lemon balm,1.97,6.22,202.38,1.76,0.62,2.05,67.83
Fennel,1.23,7.33,253.32,1.39,0.69,1.4,67.9
Marigold,1.78,7.65,714.98,2.71,0.8,1.46,51.76
Parsley,3.77,7.28,443.41,2.46,0.76,1.08,69.76
Bay leaf (Bay laurel),0.68,7.75,433.63,2.5,0.97,1.34,57.32
Zinnia,1.31,6.53,247.35,1.67,0.72,1.14,50.02
Fennel,2.75,6.27,401.09,2.7,0.85,1.19,58.36
Tarragon,1.92,7.04,359.35,1.92,0.65,1.79,46.61
Orchid,0.67,6.47,342.49,2.44,0.34,2.48,54.13
Impatiens,2.17,6.99,445.49,2.46,0.88,1.63,57.18
Sage,2.84,6.69,598.86,2.22,0.94,1.65,49.05
Rosemary,4.07,6.13,470.64,2.14,0.56,1.03,60.87
African violet (Saintpaulia),2.86,6.32,380.18,2.11,1.2,0.88,68.19
Snake plant (Sansevieria trifasciata),0.36,6.4,694.92,0.72,1.11,0.59,58.56
Dill,2.9,6.63,496.31,1.35,0.56,1.86,60.8
Lemon verbena,1.68,6.22,807.72,2.45,1.0,1.87,70.54
Zinnia,2.01,7.47,802.4,2.64,0.57,1.96,70.41
Marjoram,2.28,5.82,305.36,2.86,0.71,1.71,61.94
Rosemary,1.95,7.49,918.06,2.86,0.88,1.44,73.87
Sage,2.89,7.41,341.98,1.44,0.63,1.99,46.05
Tomato,4.71,6.64,767.04,1.88,0.62,1.25,61.51
Geranium,2.66,6.86,385.09,1.19,0.96,1.16,77.09
Nasturtium,1.33,5.68,879.77,2.39,0.55,1.56,56.77
Pothos (Epipremnum aureum),4.27,5.87,431.85,1.48,0.91,2.44,59.81
Peppermint,4.92,6.22,737.1,1.07,0.78,1.19,87.11
Snake plant (Sansevieria trifasciata),1.76,7.16,404.89,0.72,1.03,1.86,65.22
Basil,2.56,7.37,1019.8,2.99,0.58,2.4,61.83
Lemon balm,3.95,6.88,747.36,1.72,0.68,1.41,68.38
Stevia,2.08,7.1,397.7,2.3,0.83,1.02,64.56
Peace lily (Spathiphyllum),2.49,5.55,190.33,1.67,0.68,1.12,33.86
Dill,1.94,6.12,407.11,2.09,0.78,1.28,59.93
Impatiens,1.68,6.15,411.49,2.73,0.52,1.52,59.95
Dill,2.23,6.82,718.52,2.17,1.0,1.95,53.39
Spearmint,1.71,6.42,500.12,2.53,1.02,1.84,69.32
Snapdragon,1.22,7.95,340.25,1.86,0.77,1.02,49.81
Orchid,3.55,6.06,455.08,1.51,0.92,0.68,60.43
Tarragon,1.34,6.43,621.31,1.37,0.73,1.57,62.36
Tulip,3.05,6.43,692.59,2.69,0.28,1.15,56.97
Orchid,4.75,7.46,600.39,1.22,0.27,0.6,63.19
Pothos (Epipremnum aureum),0.33,5.77,412.49,1.57,1.37,2.33,53.38
Dill,0.58,6.04,359.1,1.09,0.71,1.77,46.25
Mint,3.23,6.47,1418.73,3.41,1.48,1.95,69.52
Calendula (Pot marigold),1.14,6.7,597.02,2.22,0.95,1.86,59.11
Oregano,1.39,6.82,922.84,1.62,0.54,1.98,46.05
Nasturtium,0.99,5.56,586.55,1.79,0.6,1.46,68.94
Snapdragon,1.43,6.89,680.74,1.25,0.76,1.92,51.71
Nasturtium,1.13,6.54,594.7,2.29,0.5,1.94,58.17
Chives,3.53,7.15,684.15,2.84,0.84,1.94,66.38
Tomato,4.54,5.62,907.95,1.65,0.67,1.44,62.06
Calendula (Pot marigold),2.66,7.32,591.06,1.45,0.96,1.43,57.53
Basil,1.74,7.4,1060.48,2.16,0.71,1.19,75.07
Marjoram,2.8,6.39,875.5,1.83,1.12,1.58,63.36
Rosemary,1.94,7.58,342.59,1.88,0.9,1.13,62.69
Marjoram,2.01,7.13,728.71,1.28,1.0,1.4,50.63
Orchid,2.03,6.87,556.57,2.14,0.96,0.91,31.35
Peppermint,1.97,6.09,756.62,2.85,1.18,2.43,70.96
Lily,2.2,7.29,355.84,0.83,0.52,1.57,63.87
Nasturtium,1.9,6.96,515.15,1.05,0.74,1.48,72.09
Chives,1.91,6.77,633.26,1.77,0.7,2.45,56.28
Rose,1.46,6.01,368.35,2.37,1.16,1.24,31.78
Geranium,1.93,5.62,356.95,1.16,0.63,1.2,71.35
Lemon verbena,2.41,6.15,526.69,1.95,0.58,1.09,64.56
African violet (Saintpaulia),3.73,6.3,738.21,2.57,1.24,2.15,40.78
Dill,2.54,7.2,594.49,2.11,0.51,1.9,68.76
Iris,0.75,5.98,108.92,1.71,0.63,0.55,66.57
Rosemary,1.5,7.35,1029.38,1.69,0.56,1.29,72.67
Spearmint,2.21,7.14,994.92,2.47,0.7,2.13,76.79
Aloe vera,0.18,7.39,247.37,1.17,0.86,2.12,48.67
Coriander (Cilantro),2.27,6.66,633.21,2.73,1.07,1.07,53.86
Dill,1.68,6.52,335.7,2.21,0.76,1.13,49.45
Peppermint,4.26,6.95,769.99,1.8,0.75,2.21,82.68
Lily,2.47,6.5,793.35,0.71,0.38,1.18,66.99
Tulip,2.64,7.01,308.43,1.01,0.54,1.67,48.07
Dill,1.5,6.84,610.22,1.58,0.96,1.57,42.89
Geranium,1.98,7.34,795.95,1.42,0.93,1.09,57.86
Morning glory,2.09,6.69,409.93,2.21,0.87,1.06,58.08
Orchid,1.63,7.23,730.19,1.97,0.31,1.48,63.84
Crocus,0.46,6.57,131.82,1.19,0.29,1.4,72.91
Impatiens,3.09,5.68,754.28,1.04,0.8,1.55,51.48
Fennel,3.54,6.08,719.36,1.1,0.81,1.13,44.45
Cilantro,2.71,7.28,434.21,2.87,0.71,1.02,53.66
Peppermint,4.19,6.36,541.62,1.63,1.02,1.63,86.47
Daffodil,1.56,6.93,295.61,2.98,1.02,0.97,56.99
Lemon verbena,3.15,7.22,479.29,1.2,0.85,1.89,54.79
Daffodil,3.41,7.46,163.33,0.51,0.69,1.18,75.38
Sage,2.61,7.87,590.33,1.78,0.8,1.96,45.32
Iris,3.59,6.34,664.39,2.74,0.42,2.03,44.01
Chives,3.53,6.54,573.48,3.17,0.66,1.55,65.83
Bay leaf (Bay laurel),1.46,7.81,220.84,2.21,1.08,1.3,47.78
Tarragon,2.45,7.29,653.13,2.35,0.96,1.67,64.87
Aloe vera,3.67,5.79,656.28,2.93,0.19,2.23,68.29
Calendula (Pot marigold),2.4,6.32,228.81,1.37,0.8,1.25,57.85
Petunia,0.74,5.83,797.18,2.72,0.62,1.52,76.22
Tomato,3.94,5.89,695.98,1.85,1.49,2.12,71.99
Lemon verbena,2.94,7.18,720.85,2.47,0.62,1.76,62.23
Sweet pea,2.12,7.13,555.16,1.89,1.11,1.95,51.1
Chives,1.83,6.69,773.43,2.55,1.02,1.56,79.41
Daffodil,3.85,5.89,706.19,0.63,0.65,0.65,32.61
Tulip,0.13,6.1,540.09,2.48,1.25,2.49,76.6
Chamomile,3.02,7.49,473.8,2.26,0.64,1.74,70.3
Tomato,4.29,6.0,428.65,2.83,0.98,1.78,69.41
Rosemary,0.68,6.17,436.37,1.48,0.78,1.95,72.27
Marigold,1.33,6.59,409.42,2.91,0.91,1.29,51.33
Sweet pea,2.52,5.62,759.53,2.24,1.19,1.96,64.46
Mint,1.22,6.34,1023.4,2.07,1.37,1.14,82.16
Fennel,2.78,7.46,693.59,1.05,0.77,1.49,48.82
Basil,0.91,7.14,1487.96,2.1,0.85,1.89,70.22
Lavender cotton (Santolina),1.07,7.36,523.85,2.41,1.13,1.02,41.28
Coriander (Cilantro),0.79,7.3,776.51,2.36,0.7,1.7,55.07
Spearmint,1.21,6.56,571.55,1.43,1.15,1.8,60.86
Marjoram,1.34,5.6,651.26,1.06,0.63,1.29,69.23
Snapdragon,2.64,7.26,785.48,2.06,1.11,1.03,68.02
Tomato,1.49,6.45,776.44,2.48,1.38,1.41,55.19
Coriander (Cilantro),4.17,6.67,1117.89,2.55,0.63,1.02,61.8
Marigold,3.81,6.21,366.05,1.42,0.65,1.29,53.51
Chamomile,1.62,5.76,376.11,1.59,0.99,1.35,65.07
Mint,2.75,7.17,442.63,2.79,1.08,2.29,67.35
Orchid,1.83,7.49,458.62,1.49,0.16,1.56,45.73
Tulip,2.83,6.29,369.43,2.29,0.86,0.85,47.38
Basil,2.79,7.13,1203.81,1.83,0.6,1.35,80.15
Fennel,3.73,6.01,460.69,1.41,0.88,1.58,52.88
Pansy,2.63,6.52,593.38,1.26,0.88,1.12,52.43
Zinnia,1.32,6.21,724.0,2.14,1.14,1.77,66.45
Pothos (Epipremnum aureum),1.76,6.42,402.11,2.18,0.48,1.2,69.13
Lavender,2.98,6.14,351.2,1.92,0.53,1.14,43.67
Lemon verbena,0.83,6.69,1071.02,1.44,0.98,1.21,71.18
Lily,2.92,6.52,307.44,1.68,0.28,1.71,42.84
Tulip,3.6,6.93,402.91,2.24,0.26,1.31,49.25
Impatiens,0.82,5.53,219.9,2.95,0.57,1.88,60.21
Basil,3.11,6.82,623.67,3.3,1.03,2.26,83.39
Cilantro,3.95,6.29,837.79,2.33,1.15,1.74,77.59
Stevia,2.7,6.93,630.46,2.49,0.58,1.7,70.2
Chives,1.31,6.24,325.95,1.73,0.84,2.48,50.2
Petunia,2.12,7.36,635.63,1.99,0.56,1.07,50.16
Spearmint,1.38,7.08,725.77,2.33,0.88,2.21,67.45
African violet (Saintpaulia),0.74,7.41,677.9,2.09,0.3,0.83,47.39
Lavender,3.39,7.3,205.82,1.27,0.58,1.04,47.41
Cilantro,1.59,6.81,1134.14,1.55,1.42,1.05,51.87
Fennel,3.73,6.16,346.52,2.5,0.55,1.87,42.89
Spider plant (Chlorophytum comosum),3.76,6.94,726.82,1.97,0.45,1.98,42.0
Calendula (Pot marigold),1.91,6.97,600.71,1.89,0.75,1.33,68.37
Sunflower,2.77,6.15,451.97,1.73,0.67,1.75,61.9
Impatiens,2.66,6.1,993.24,1.98,1.17,1.53,52.22
Oregano,3.51,6.23,347.41,1.94,1.01,1.38,63.01
Pothos (Epipremnum aureum),4.13,6.64,605.07,0.63,1.48,0.58,64.7
Snake plant (Sansevieria trifasciata),3.8,7.32,624.97,1.81,1.33,2.36,41.89
Snapdragon,1.08,7.76,705.94,1.38,0.85,1.46,60.38
Petunia,2.01,5.62,384.54,1.67,0.76,1.77,59.07
Lily,1.47,5.64,609.32,2.46,0.3,2.25,34.71
Petunia,2.48,5.85,909.56,2.57,1.01,1.67,57.0
Tarragon,3.23,7.69,684.26,2.02,0.89,1.27,51.51
Stevia,2.33,6.5,828.74,1.98,0.59,1.03,60.35
Orchid,1.86,7.2,203.16,0.77,0.72,2.5,70.42
Parsley,3.04,7.03,1036.99,2.02,0.58,1.04,59.84
Morning glory,2.13,5.69,245.85,2.83,0.85,1.06,71.31
Pothos (Epipremnum aureum),2.94,6.88,339.62,1.04,0.7,0.89,60.5
Stevia,1.92,6.27,698.74,2.39,0.71,1.06,56.32
Pansy,3.37,6.74,630.08,2.34,0.97,1.07,61.95
Sweet pea,3.45,5.82,500.23,2.84,0.94,1.39,54.27
Fennel,3.89,7.92,418.26,1.04,0.57,1.89,63.5
Cilantro,4.44,7.86,728.2,2.14,1.17,1.8,53.87
Crocus,2.06,6.37,687.81,0.59,1.23,1.27,34.11
Thyme,2.24,6.27,944.92,2.5,0.88,1.4,59.75
Marigold,1.44,6.06,619.59,1.16,0.72,1.04,67.41
Thyme,0.62,6.24,620.01,1.33,0.75,1.88,71.24
Snapdragon,3.73,6.98,784.0,1.49,0.78,1.18,52.43
Sage,2.48,7.47,631.32,1.61,0.84,1.21,61.1
Daffodil,1.73,6.54,452.77,2.99,0.47,0.81,34.76
Calendula (Pot marigold),2.48,7.36,375.53,2.0,0.99,1.38,72.02
Lemon verbena,0.56,5.82,523.88,2.29,0.63,1.63,78.07
Spider plant (Chlorophytum comosum),2.15,6.91,425.65,2.59,1.33,0.89,48.37
Mint,4.49,6.55,738.91,1.78,0.84,2.22,75.75
Mint,0.87,6.66,1232.07,2.85,1.41,2.24,69.58
Lavender cotton (Santolina),3.46,7.62,723.99,2.0,1.12,1.1,63.9
Fennel,0.9,6.25,726.36,2.87,0.81,1.3,41.9
Mint,0.94,7.04,811.03,3.24,1.17,1.57,84.96
Nasturtium,1.25,5.93,576.53,1.29,0.66,1.7,63.98
Cilantro,2.16,6.19,403.71,2.76,1.37,1.99,76.26
Daffodil,1.48,7.31,187.49,1.89,1.11,2.42,36.13
Aloe vera,1.78,7.27,608.6,1.33,0.51,1.39,42.01
Stevia,0.57,5.68,585.29,1.04,0.8,1.37,59.22
Lavender cotton (Santolina),1.92,6.43,319.52,2.03,0.86,1.69,58.61
Tarragon,2.01,6.58,679.74,2.42,0.52,1.86,48.87
Crocus,2.61,7.33,681.37,2.18,0.72,1.1,55.38
Tulip,4.34,6.0,686.98,1.19,0.8,2.11,69.04
Lemon verbena,1.97,5.88,752.79,1.62,0.58,1.48,56.66
Lily,3.02,7.23,518.84,1.49,0.71,2.3,60.41
Dill,2.2,5.78,231.51,2.45,0.79,1.39,49.43
Lavender cotton (Santolina),3.42,6.0,475.8,2.41,0.87,1.75,57.36
Basil,3.48,5.88,686.86,1.93,1.27,2.26,68.5
Bay leaf (Bay laurel),1.21,6.97,225.34,2.43,0.89,1.12,69.47
Thyme,2.57,6.1,578.24,2.74,0.61,1.88,59.8
Rosemary,2.36,6.99,711.65,2.33,0.62,1.22,70.05
Oregano,2.15,7.03,386.21,1.17,1.5,1.64,51.28
Mint,0.69,6.05,769.44,2.45,0.95,2.31,77.9
Orchid,3.44,5.93,104.96,2.77,1.4,1.69,58.17
Rosemary,4.18,6.71,497.37,2.77,0.53,1.82,53.49
Sunflower,0.53,6.92,821.14,1.6,0.88,1.81,62.57
Pothos (Epipremnum aureum),2.31,5.79,799.67,1.07,0.71,1.55,67.35
Thyme,1.1,7.62,962.3,1.35,0.83,1.83,69.29
Marjoram,0.88,6.75,451.32,1.9,0.92,1.55,68.75
Lavender cotton (Santolina),2.0,7.0,797.89,1.76,0.67,1.16,65.24
Thyme,1.56,7.74,307.65,2.6,0.86,1.16,74.67
Spearmint,2.14,6.24,758.36,2.11,0.89,1.1,68.5
Nasturtium,1.29,6.68,324.89,2.44,0.61,1.65,70.71
Tulip,1.21,6.36,499.94,2.17,0.2,1.91,62.32
Snapdragon,1.43,6.55,357.27,1.71,0.54,1.57,51.64
Coriander (Cilantro),4.13,6.87,614.6,1.76,1.07,1.91,79.69
Sunflower,2.45,7.48,983.43,1.99,1.06,1.8,79.83
Snapdragon,0.95,7.77,213.67,1.17,0.6,1.85,60.51
Marjoram,2.48,7.02,828.62,2.54,1.1,1.65,51.63
Lemon verbena,1.28,5.63,500.56,1.03,0.82,1.05,75.39
Spider plant (Chlorophytum comosum),0.16,5.6,140.2,2.86,1.09,0.95,61.55
Iris,3.49,5.66,106.87,2.74,0.12,1.55,50.81
Nasturtium,2.68,5.55,685.17,2.16,0.69,1.85,50.93
Orchid,3.2,7.37,327.93,1.97,0.66,1.72,72.76
Fennel,0.84,6.83,492.67,2.32,0.95,1.59,62.42
Zinnia,1.89,6.07,627.77,1.27,0.63,1.09,51.13
Parsley,1.25,7.41,1006.96,2.48,1.1,1.46,64.95
Morning glory,3.18,6.73,285.08,1.09,0.73,1.45,66.1
Geranium,0.86,6.28,826.23,1.96,0.76,1.46,57.51
Pothos (Epipremnum aureum),2.54,5.9,346.96,2.33,0.38,1.12,47.23
Snake plant (Sansevieria trifasciata),3.67,5.56,386.8,1.96,1.01,1.23,63.33
Daffodil,4.51,5.82,446.63,2.94,1.23,1.72,68.24
Impatiens,3.22,5.85,965.36,2.67,0.73,1.82,61.12
Spider plant (Chlorophytum comosum),2.68,5.66,284.25,1.01,1.24,0.77,43.18
Morning glory,2.69,7.27,956.18,1.15,0.63,1.36,65.12
Orchid,3.83,6.58,145.77,2.98,1.23,1.86,79.16
Spider plant (Chlorophytum comosum),4.41,7.22,616.02,2.06,0.2,2.21,67.52
Lily,0.95,6.64,289.83,1.31,1.22,2.25,57.14
Tarragon,2.35,7.14,584.01,1.88,0.77,1.28,40.92
Aloe vera,2.4,7.16,145.3,2.7,0.69,1.09,75.52
Rose,2.4,7.34,458.33,1.73,1.08,2.27,38.18
Jade plant (Crassula ovata),1.68,6.4,303.5,2.42,0.87,1.8,57.73
Bay leaf (Bay laurel),2.84,6.89,585.88,2.15,1.03,1.59,49.78
Chives,0.78,6.61,607.42,3.28,0.6,1.78,57.69
Lily,0.71,6.51,530.38,1.61,0.52,0.72,61.09
Snapdragon,0.94,7.73,253.49,2.75,0.92,1.57,65.54
Parsley,1.58,5.51,1053.49,2.39,0.58,2.02,74.31
Cilantro,3.12,7.88,1126.64,2.74,0.74,1.18,73.16
Lemon balm,1.13,6.23,300.18,2.07,0.85,1.02,68.06
Parsley,2.17,7.47,850.02,2.55,0.69,2.27,53.07
Marigold,1.42,6.59,796.3,1.75,0.77,1.16,51.0
Oregano,2.13,6.74,804.44,2.85,0.85,1.95,60.71
Impatiens,2.47,7.14,900.6,1.92,0.51,1.93,73.66
Lily,4.45,7.17,337.82,1.77,1.28,1.54,40.26
Rosemary,0.91,7.97,339.57,1.55,1.01,1.23,68.46
Marjoram,3.44,5.69,723.98,2.73,0.57,1.6,51.46
Nasturtium,1.72,6.37,729.47,1.25,1.12,1.53,55.04
Chives,3.82,6.85,1084.75,2.69,0.67,2.24,51.41
Peace lily (Spathiphyllum),2.48,5.67,766.99,2.63,0.31,1.73,76.44
Impatiens,0.79,6.9,372.62,1.02,0.62,1.83,60.31
Lavender,1.11,7.29,446.35,1.82,1.19,0.83,67.71
Geranium,1.9,7.09,839.97,2.86,1.03,1.33,65.24
Zinnia,1.18,7.14,353.7,1.78,0.65,1.4,67.58
Nasturtium,2.72,7.2,498.67,2.14,0.81,1.08,71.39
Rosemary,1.12,6.71,359.19,1.25,0.89,1.5,73.54
Calendula (Pot marigold),0.71,6.16,418.04,2.1,0.83,1.98,72.37
Coriander (Cilantro),4.07,7.42,969.46,2.96,1.06,1.2,63.79
Sage,1.39,7.13,643.72,2.13,0.67,1.73,61.04
Rose,2.21,6.7,735.08,1.33,0.47,2.01,46.91
Tulip,2.38,6.6,326.06,2.33,1.2,0.89,65.91
Zinnia,1.05,6.6,292.66,1.32,0.55,1.51,72.56
Daffodil,4.15,7.03,322.39,2.12,0.32,0.99,34.06
Nasturtium,0.95,6.17,815.88,1.01,0.91,1.83,69.71
Cilantro,4.07,6.71,616.67,1.68,1.1,2.28,61.71
Thyme,3.76,6.89,570.69,1.81,0.9,1.53,72.07
Morning glory,1.08,7.21,875.0,1.5,1.16,1.15,54.01
Basil,0.8,6.19,1238.32,1.95,1.36,1.8,78.86
Cilantro,4.22,6.33,951.18,2.36,1.39,2.26,57.46
Pansy,2.88,7.3,962.93,1.93,0.87,1.17,78.59
Bay leaf (Bay laurel),1.84,6.51,650.09,2.82,0.74,1.96,48.47
Snapdragon,3.32,6.91,356.9,2.81,1.19,1.72,46.24
Parsley,1.06,6.57,913.98,1.7,0.65,1.67,61.12
Impatiens,2.7,5.78,285.53,2.68,0.57,1.42,74.77
Morning glory,2.77,5.7,924.36,2.45,1.11,1.75,70.45
Lemon balm,4.12,7.19,780.61,2.81,0.73,1.3,83.11
Marigold,0.52,7.49,564.27,2.95,0.59,1.75,48.96
Marjoram,2.19,5.59,537.13,2.92,1.14,1.09,58.12
African violet (Saintpaulia),2.5,7.0,571.98,0.98,1.25,1.86,77.14
Zinnia,2.37,6.38,399.37,2.52,0.5,1.97,57.64
Rose,2.7,6.5,291.27,1.26,1.23,0.52,73.49
Morning glory,1.9,6.74,461.92,1.33,0.68,1.66,70.24
Rose,1.7,5.9,308.48,0.99,1.5,0.84,32.84
Jade plant (Crassula ovata),0.65,5.69,416.66,1.05,0.26,1.95,72.57
Chamomile,3.57,6.54,296.02,2.31,0.63,1.85,70.06
Rose,4.15,5.83,439.43,1.81,1.12,2.41,47.73
Aloe vera,0.75,6.13,792.61,1.49,1.29,1.34,40.26
Marigold,3.83,6.72,613.89,2.29,0.72,1.21,59.25
Lemon verbena,3.24,7.07,684.91,1.28,0.53,1.88,54.8
Petunia,2.44,7.36,424.19,1.38,0.61,1.9,77.57
